review,sentiment
"For me personally this film goes down in my top four of all time. No exceptions. James Cameron has proved himself time and time again that he is a master storyteller. Through films such as Aliens, The Abyss and both Terminators it is clear that he was a brilliant and confidant director as far as action and science-fiction goes. He sees a story and adds a strange quality to the film. But Titanic is so much different to his other strokes of brilliance. The film is exceptionally moving and allows room for surprises, plot development and interesting character developments in a story that everyone knows. The story of the famed voyager sinking on her maiden voyage is legend so the challenge was for Cameron to make a truthful, interesting and entertaining film about it. The acting is wonderful as Leonardo DiCaprio who plays Jack and Kate Winslet who plays Rose became superstars overnight with the release of this film and in most films I get annoyed when the supporting characters aren't given a lot to do but in this film it is more purposeful because as an elderly Rose (Gloria Stuart) tells her story it is quickly apparent that it is Rose's and Jack's story alone, no one else. Emotionally it is entirely satisfying and can leave no dry eye in a theater or home. The music has become iconic and legendary. It is composer James Horner's finest soundtrack ever and evokes so much from the film and the audience. The song after so long has become annoying but I still appreciate it for the phenomenon it is and this film is. Only one problem, the usual James Cameron problem, is the dialogue which is memorable but in a bad way as in how cheesy it is at points but all that aside. James Cameron has delivered a masterpiece and a romantic epic that sweeps you away on a journey of a lifetime. My heart won't go on from this one.",positive
"The Salena Incident is set in Arizona where six death row inmates are being transfered from the state prison for reasons never explained, while driving along the heavily armed prison bus gets a flat & the driver is forced to pull off the road. Then two blonde birds turn up & after seducing the incompetent prison guards manage to get the better of them, the six prisoners are released but in a shoot-out their getaway car is damaged leaving them all stranded in the middle of the Arizona desert. They decide to head to the nearest town, Salena several miles away & take the cops with them as hostage. Once they reach Salena they find it odd that the place is completely deserted with not one single other person in sight. They soon discover that the entire town has been killed by flesh eating aliens & they are firmly placed on the menu...<br /><br />Also known as Alien Invasion Arizona in the US on DVD & apparently having the working title Terror Town this rubbishy low budget sci-fi horror flick was co-written, co-produced & directed by Dustin Rikert & has no real redeeming features at all, to be frank The Salena Incident is the sort of film which gives films a bad name. The film could roughly be divided into two parts, the opening forty or fifty odd minutes focuses on the prisoners in a thriller feeling opening, the guards & the escape although it's pretty poorly written & staged stuff. The dialogue between the two blonde birds & the prison guards is so bad it's unintentionally funny as the two fit birds chat up the two not so fit prison guards. Funny stuff actually, unfortunately The Salena Incident is supposed to be a sci-fi horror film not a comedy. Then once the escaped cons & their prison guard hostages arrive at Salena it goes into sci-fi horror mode as the aliens turn up & start killing our clichéd character's off which is good because they are annoying. Look, the whole film sucks as it's badly written, thought out & made. I can't really be bothered to go into why but trust me The Salena Incident is awful on every level.<br /><br />As well as being just a bad, boring & stupid film The Salena Incident is also poorly made. The action set-piece scenes are awful, the aliens looks terrible & are never shown on screen at the same time as the human character's & as such it's sometimes difficult to tell what's happening. The special effects are poor too, the aliens look rubbish & the CGI computer effects are absolutely terrible as well. The editing is poor, the cinematography is poor, the sets are cheap & the whole thing is just an eyesore really. There's a bit of gore, there's some gunshot wounds, someone is ripped in half & a severed hand is seen.<br /><br />Obviously shot on a low budget The Salena Incident has low production values & looks cheap from start to finish. Filmed in Superior in Arizona. The acting is terrible from no-one I have ever heard of although the actress who plays the female doctor is pretty good looking.<br /><br />The Salena Incident is a rubbish sci-fi horror film that is terrible in just about every way, not worth 90 minutes of yours, mine or anyone else's time.",negative
"Much like the comedy duo of its title, ""The Sunshine Boys"" has become a forgotten classic 30-odd years later. It's hardly mentioned alongside other great film comedies of the 1970s. This makes no sense given the singular specialness of this film, perhaps the best Neil Simon ever wrote.<br /><br />Walter Matthau plays Willy Clark, once half of a legendary vaudeville comedy known as Lewis and Clark, now a bitter 73-year-old solo act who can't get a job in a potato chip commercial. His nephew and agent Ben (Richard Benjamin) is sure he can get work if Willy will only agree to reunite with his estranged partner Al Lewis (George Burns) for an ABC-TV celebration of show business nostalgia.<br /><br />Nostalgia is what ""Sunshine Boys"" has going for it in spades, right from the start when a series of 1920s film clips showcasing various entertainers from long ago flickers before us to the accompaniment of Cole Porter's ""Be A Clown"". Then there's the film's present-day setting in Manhattan, where flared trousers and wide polyester ties abound. The periods collide in Willy's glorious mess of a Manhattan apartment, where framed photos and cartoons of long-dead celebrities stare out from the walls at lurid tabloid headlines and empty Zabar grocery bags. If you were alive in the 1970s like me, you might even feel like you were in that apartment.<br /><br />Willy clearly has been living there too long. He's sleeping in front of the television when the kettle in the other room boils. Willy wakes up and picks up the phone.<br /><br />""Hello, who is this?"" A pause. ""Never mind, it's the tea.""<br /><br />Old men living alone can be sad material in almost anyone else's hands, but Simon's deft wit and unerring feeling for character turns this adaptation of his 1972 stage hit into comedy gold. The amazing thing about ""The Sunshine Boys"" is how much it rubs your noses in Willy's almost existential condition without turning you off at all. ""89 years old and just like that, he dies of nothing'"" Willy says of one old songwriting friend, before deciding the man probably died from writing a song that rhymed ""lady"" with ""baby"".<br /><br />Burns won an Oscar for his understated performance as the gentle but steely Lewis, but it's Matthau who brings this one home, his make-up and proud but ragged bearing really selling you on the idea he was already 73 when he made this. Willy is obnoxious in the extreme, fully deserving Ben's description ""crazy freakin' old man"", but you root for him throughout, enjoying his small victories even when they come at the cost of others' patience. His lines kill you, too, especially when he's trying to kill Lewis, for whom the TV reunion turns out to be a bad idea.<br /><br />""You're out of touch!"" Willy tells Lewis at one point. ""I'm still in demand. I'm still hot!""<br /><br />""If this room was on fire you wouldn't be hot,"" Lewis replies.<br /><br />Director Herbert Ross shoots everything in a very casual and understated way, with low lighting and mid-range shots even in emotional moments so as to leave room for the comedy and the film's overall zen message of grace through quiet acceptance. You never get the feeling you are watching a movie, one of ""The Sunshine Boys"" many charms, and Ross's direction, like the acting of the three principals, goes a long way toward achieving that end.<br /><br />Comedy is hard, especially when the subjects are people watching life pass them by, but ""The Sunshine Boys"" makes it all seem a pleasure, because, for us watching, it is.",positive
"On many levels it's very good. In fact, considering that this was a low-budget British indie by a first time feature-director with a largely neophyte cast, it's a magnificent achievement. I don't know how much it cost. The figure of £8,000 was bandied about in publicity but you never know how reliable a figure like that is. The point is that this film looks like it cost a couple of million quid and it clearly cost a tiny fraction of that Great special effects, terrific production design, effective props and costumes, excellent photography, good acting and direction, an impressive score and an absolutely stunning sound mix. Even having said that, much of the script was great. The characters were clearly identified and all had something to do. This is a movie about ten men all dressed roughly the same in one location and it would be easy for them to be nameless, faceless blanks but these were ten characters - mostly that was done through the dialogue and the way they reacted to things. Throughout the middle act, when the plot was developing, the script told the story well and showed how it affected the characters. If the whole film was like the second act, it would be stunning.<br /><br />Before the ship blows up, twelve people make it to individual escape pods or 'e-pods' which blast away from the ship. They're not much more than automatic metal coffins and the poor sods inside are trapped, cramped and have no real idea where they're going - but that makes sense. I like the e-pods - they're an excellent idea done very well and make more sense than a nice, roomy escape capsule. I also like the way that we are specifically told, later, that they are designed for ship-to-ship escape but can just about make planetfall in an emergency - because, let's face it, these guys were bloody lucky that their ship was blown up so close to a planet. That said, it doesn't look to me like there are 116 unused e-pods still on the freighter and you have to wonder how the prisoner is able to get into an e-pod - but in he gets. (And it has just occurred to me: shouldn't the Captain have gone down with his ship rather than being the first guy out of there?) Anyway, the e-pods all land on a barren planet with nothing but sand and sparse vegetation - or at least on a sandy, sparsely vegetated part of the planet which may have icy wastes and lush jungles elsewhere. Nah, it's a planet in a sci-fi movie - it will be exactly the same all over. We have to accept that all the e-pods come down within a few miles of each other so that the ten survivors are able to meet up, firing flares into the sky to locate each other.<br /><br />The Captain, a muscular mountain of a man who could have a pretty good career in action flicks if he gets the right agent, decides that they should try and contact 'Captain Behan' with whom they were intending to rendezvous. But they cannot do this from the planet, they need to get into orbit. The engineer says that if they combine the power units from two e-pods they can probably give one of them enough juice to lift itself on anti-grav doodads high enough to blast above the atmosphere. It can all be done on automatic but it will need a 'pilot' to send the signal. The captain valiantly volunteers for this but in a commendably sensible move the engineer points out that putting the heaviest man into the somewhat dodgily repaired e-pod is ridiculous and that it needs to be the lightest member of the team. That's Kid. I really liked the way that he now points out that his name is David and the Captain starts using it, treating him with dignity and respect. That was good storytelling and good characterisation.",positive
"An example of genius filmaking. The epic story of three major stages of life for a young boy told with eloquence and raw fearlessness. Rarely does a film come along that causes me to out loud say during most of the viewing, ""this is a really good film...."" again and again. That is exactly what happened when I watched this film. I really do not understand how anyone could not like it. I found myself at moments crying and laughing at the very same moment, unable to control how I felt about the scene. The acting is outstanding. Eric Mabius- why is he not all over movie screens? He was really extraordinary. His seemingly effortless attempt on the screen impacted me in deep visceral ways. I thank him. In my opinion, Eric Schaeffer is one of the best filmakers around, and I hope he continues to rise to the challenges that he faces while trying to give us art in the face of ferocious commercial filmaking.<br /><br />",positive
"Just to clarify, Matthew Poncelet wasn't a real person, but a character combination of 2 killers who were BOTH convicted and sentenced to die for a murder of two teenagers.<br /><br />I read the User Comments and they react as if Matthew was real. The character is based on a mixture of two killers, Elmo Patrick Sonnier and Robert Lee Willie (who murdered separate people) and the murder itself was based on the one Willie committed. The conflict of both Willie having someone else present and both parties swearing the other did the killing is worked into the story as well.<br /><br />Prejean's approach is unique in that she not only is ministering to the convicts as they wait for their death and aiding them in taking responsibility for their actions, she also reaches out to the victims' families, to help them know that the convict did, indeed feel remorse for what they did-effectively aiding both parties.<br /><br />Everyone posting here seems to have strong beliefs on the Death Sentence. It's not my place to say it's right or wrong-in theory punishing death with death makes some sort of Karmic sense, however denying a person their freedom for the rest of their days, although costly, makes more sense to me-being stuck in a small room 23/7 (with one hour of exercise)for the rest of their days to be reminded of the cruel thing they did seem a more apt punishment-they are technically alive, but denied living. Say someone killed someone so they could get out of the responsibility the person they killed required (like Susan Smith killing her poor kids by shoving her car into a lake). I find it fittingly ironic that they would not get that ""freedom"" they craved and would now have to spend the rest of their days imprisoned.<br /><br />Prejean's point comes through the story very well. She has my respect-she manages to find that balance-she isn't supporting a killer, she is guiding them to accepting what they did. If they didn't feel some kind of remorse, they wouldn't be asking for spiritual guidance.<br /><br />Ona final note, when Poncelet apologizes to Delacroix parent for killing his son, the parents of the girl who was also murdered mutters something about why he didn't apologize for her death. I think the point was that throughout the movie, Poncelet denies killing both kids. There is doubt in Prejean's mind he did both killings-there is a friend who was sentenced but not to death-my thought is that Poncelet killed the Delacroix boy and the other man murdered the girl-hence Poncelet was taking responsibility for what he did. Had he been responsible for the girl's death, he probably would have apologized for that as well.",positive
"Of course, how could he. He obviously co-opted several aspects from that excellent movie, which was also based on the sensational French case of the self-described ""doctor in the World Health Organization"" who murdered his family and himself when finally unmasked as a fraud. Emilio refers to his son as ""monster,"" he sings to the radio in his car, he hangs out on park benches, and he specializes in investment schemes to defraud his family and friends -- all of this and more directly lifted from ""Time Out,"" which came out the year before ""Nobody's Life."" It's too bad because this movie is pretty good on its own, with good acting and writing. Whereas Vincent from ""Time Out"" is a much more subtle character who seems to have a sense of ethics even though at times it gets twisted into knots, the protagonist here seems devoid of any character at all save for his winning looks and charm. Seriously, the part where he used X-rays that show his mother-in-law's cancer to bilk more money from his father, then utilizes a subtle twist on the same scam to avoid eviction from his fancy home for failing to pay the lease on time -- it's almost too much. The guy has no shame whatsoever, In fact, he's more like the lead in ""Stepfather"" than some poor schmuck who gets fired and is so humiliated that he can't face the disappointment of his family and friends and feels forced to invent a shiny new life for himself, as Vincent did in ""Time Out."" Thus, one could feel the tension mounting in ""Nobody's Life"" and the violent conclusion coming. One thing ""Nobody's Life"" has that ""Time Out"" definitely lacked was a love interest apart from the protagonist's trusting wife. It's not hard to understand how the sexy babysitter was able to fascinate and ensnare Emile to the degree that he ignored the danger of her natural curiosity and allowed it to lay bare his less than carefully constructed con. Given the reservations mentioned, this is a pretty good movie that we found entertaining. If you long for something touching on similar elements that goes a might deeper and is more intellectually and spiritually satisfying, I strongly suggest ""Time Out.""",positive
"This movie is about a very delicate argument and if you are searching for something that makes you think here you are right. Tim Robbins has made a wonderful job and the result is a kind of docu-drama that should be shown in schools (for the strong themes treated). What about the actors? Well, they are simply great; Susan Sarandon is truly 'the face of love' and Sean Penn is unbelievable as almost always. An absolutely must-see!",positive
"Deeply humorous yet honest comedy about a bunch of grownups (Bill Paxton, Julie Warner, Kevin Pollak, Elizabeth Perkins, Vincent Spano, Matt Craven, and Diane Lane) who are invited back to spend a week to Tomawka, a camp in (Ontario) Canada by their former consuelor (Alan Arkin). Writer/director Mike Binder drew upon his experience at the same camp as the main source of creating a gentle and understanding yarn that makes sense. Also, the movie has plenty of funny moments, some of which are completely bizarre like my favorite, the one involves using masking tape. Newton Thomas Sigel (""The Usual Suspects"", ""Three Kings"") provides the film with some impressive shots of the Canadian wilderness. Among the cast, Sam Raimi, director of ""THE EVIL DEAD"" films and ""The Gift"", appears here as Arkin's bumbling right-hand man. One more thing, this film reassured me that a camp doesn't have to be a site of bloody murders.",positive
"I basically skimmed through the movie but just enough to catch watch the plot was about. To tell you the truth it was kind of boring to me and at some spots it didn't make sense. The only reason I watched this movie in the first place was to see CHACE CRAWFORD!!! He is so hot, but in this movie his hair was kind of weird. But still hot.<br /><br />However, despite how hot CHACE is, it really did not make up for the film. I guess the plot isn't that bad but what really threw me over was the fact that they cuss in like every sentence. Is it that hard to express your anger without saying the F word every time?The cussing was annoying and the whole flashy, camera shaking thing gave me a headache.<br /><br />All in all, although the plot was OK, I found the film to be a bore and over dramatic. That's why I only cut to scenes with CHACE in it. LOL Anyways, not worth renting unless your a die-hard fan of a specific cast member like I was. Oh yeah the cast was Hot. The girls were HOT!!! But CHACE IS THE BEST!!",negative
"Viva Variety was a unique hybrid program that was both a parody of and a tribute to the programs it represented. <br /><br />It was most directly a mock up of the classic 1970s favorite, ""The Sonny & Cher Show,"" With Thomas Lennon and Kerri Kenney playing a divorced show biz couple who were somehow forced to host this program together, the female of the pair towering over the male, and the constant barrage of ""insult humor"" the couple tossed at each other, plus sketch comedy bits and performances from what are most kindly described as ""specialty"" acts! <br /><br />The ""hybrid"" was the mix of fact and fantasy. Of course, there was no ""Mr. and Former Mrs. Laupin,"" and the program's announcer, Johnny Bluejeans, was likewise equally fictional. But all the acts that performed were certainly real, and some were even entertaining! But there were also some acts that would have clearly been better suited for the old Chuck Barris ""Gong Show."" <br /><br />The show itself was really more like an extended sketch from ""SCTV"" (it was borne from the MTV series, ""The State,"" after all), and some would suggest that it would have been better as a five minute bit in the mix of a program like that one, rather than a stand alone series. But ""Viva Variety"" certainly should get high marks for original concepts, and even though it was often more odd than funny, it was certainly worthwhile, especially when they road tripped to Las Vegas and brought in even glitzier acts to perform. It's unlikely we'll ever see anything like this on television again.",positive
"I too saw this movie when it first came out. I was a teenager at the time, and I saw it with my girl friend who later became my wife. I remember the movie made me feel it was possible to beat the odds. The cinematography was very well done if memory serves me correctly. The boy was a little much, but the girl character was very interesting. I thought it was very romantic and that might have been the intro to the first time with my then girlfriend. I have not seen the movie since and I wander why it has gone to the wayside. I would love to watch it again to see if it was as good as I remember. The Elton John sound track was excellent.",positive
"The quality you're likely to remember after viewing The Big Knife is how claustrophobic it is. It's pacing is sacrificed to a uniform texture of dialog. It's talky in the extreme. Modern viewers will feel every point has been made (and then some) but the movie will still not move on, or do the viewer a favor and change the scenery. It's very inert. At the 45 min mark I was sure I had watched two very slow hours. My beleaguered response was, ""Good God, where is this going?"" It feels like Odets was paid by the word...<br /><br />This is a good place to note the decline of drama from it's high point in the 40s through the conceit-laden projects of the 50s and 60s until actual filmic merit was rediscovered in the 70s, only to vanish again. Here we get show-offy, conventional, emotional outbursts from Steiger, Lupino et al. and camera moves pre-arranged to meet over-practiced blocking. This is due to the rise of the Method; the regrettable trend of sacrificing every other merit of film, to grant actors their most selfish wishes. ""Great acting,"" ho-hum, has killed thought in movies.<br /><br />Jack Palance's forehead & pompadour retract and thrust forward every time he reacts to something. It's disturbing.<br /><br />This is awfully boring stuff.",negative
"this was a favorite Christmas Special that I wish that they would release on vhs or dvd , since my 33 RPM got lost,and any cassettes I made are also long gone.<br /><br />I am not even a big John Denver fan but was very impressed with the music , which was mostly traditional favorites with a muppet spin ( esp Little St. Nick ! ) It also contained a few little known songs ( original ? ).<br /><br />Even though it was done at the end of the '70's this show had a timeless feel to it. Hoping to find a copy soon !!!",positive
"THE WATERDANCE (1991) The main character of The Waterdance, played by Eric Stoltz, finds himself in a rehab center with some others similarly injured. And there he must face an harsh new life, confined to a wheelchair. It's an interesting, and promising premise, but unfortunately, it fails to deploy. What ensues instead is largely Hollywood schmaltz, with some interesting moments. Certainly the cast (Eric Stoltz, William Forsythe, Wesley Snipes, et al) is brilliant, and perform well here as one would expect, but their talents are wasted. The characters are mainly stereotypes of one kind or another, and most of them are thoroughly unlikeable (the Snipes character being the exception). I suppose this is some kind of attempt to break through people's ideas about the handicapped being ""crippled"" or ""weak"", by depicting them, for the most part, as in-your-face pricks, but it makes for an entirely annoying experience. Admittedly it will show you something of what those with permanent disabilities go through, in a way that is not softened or romanticized, which is useful, and a good idea, but while the process being depicted can make one a difficult person to get along with, and that's worth dealing with, it is not part and parcel to that that these characters must be, to varying degrees, despicable. They wouldn't have to be Disneyfied, either; surely there's a middle ground somewhere. By the film's conclusion, the Eric Stoltz character has come to accept his status as a handicapped person, but since he is such a flaming narcissistic monster from the beginning of the film to the end, we couldn't care less. <br /><br />In addition to its character problems, the film suffers from that weird syndrome that so many Hollywood movies suffer from; the syndrome doesn't really have an official name, but you might call it ""Inexplicable Forgiveness Syndrome"". It goes something like this: characters abuse the crap out of each other, and then without so much as an apology, all is forgiven (an especially obnoxious example of this is in the movie The Breakfast Club, in which one character spends most of the film verbally bullying everybody within earshot; as a resultthey love him. In one of the the latest examples, Spiderman 3, supervillain The Sandman lays waste to a chunk of Manhattan, then wails on Spiderman for what seems like about 15 monotonous minutes before being waved off with what amounts to ""bye, now""). The most egregious example of IFS in The Waterdance is a sequence in which, after being called the n-word by William Forsythe's racist biker character and his friends in the previous scene, the Wesley Snipes character whoops it up with the same Forsythe character in the next scene, as if nothing had just happened just a short time hence. Again, without so much as an ""Oh yeah, sorry about that business back there where I, you know, called you the n-word"". It makes me wonder, do these people actually watch these movies before they release them, or do they just film them with their eyes closed, kind of slap them together in the editing room according to scene number, and call it a day's work?",negative
"If the screenwriter and director intended to open hearts with the movie as the musician wanted to do with his music, they succeeded with me. Commonplace human situations became original, personal and immediate so that I personally felt touched by each situation. I believe I would credit the power of music combined with the point of view of the person writing the movie. Without spoiling, I can say that I was very moved by the movie's approach to living. Haven't actually cried out of-what- joy? empathy? just deep emotion? in a very long time. I would love to find a way to show it to others. Saw it at Seattle International Film Festival.",positive
"Rourke does his usual bit part,as a sinister,rancorous,Neanderthalian,ferocious,evil jerk,in the same mold as in ""Picture Claire"",""Out in Fifty"",""Get Carter"",""Double Team"" and the rest of the garbage he happens to be in.<br /><br />He has very few lines.<br /><br />Of course,all this is just junk,undervaluing Rourke,abasing him,and doesn't matter for his characterization as an actor.Still ,after seeing ""A Prayer ..."",""Johnny Handsome"",""Barfly"",""9 1/2 Weeks"",""Year of the Dragon"",etc.,etc.,for many years I considered Rourke an outstanding,smart,intelligent man.I think he has changed since.<br /><br />He looks callous,calcined.<br /><br />""He went about with gloomy looks;/Despair inhabited his breast/And made the man a perfect pest.""(Belloc,""The Example"").<br /><br />I had absolutely no other reason to watch this dull movie except that Rourke was in.",negative
"One of the funniest, most romantic, and most musical movies ever; definitely worth renting/buying especially if you have a taste for older style of cinematography.<br /><br /> The animals and the songs alone will make you smile while watching the movie. A definite must for Madonna fans. :o)",positive
"It's astonishing that some people saw this as art. We saw it as a poorly filmed (shaky hand-held camera and all), (generally) badly acted, unscripted mess that seemed more like a high school film project with the kids experimenting in black & white film making. Injecting mounds of poetry in place of a story does not an art film make. When we watched this in the theatre, people were starting to have fits of the giggles (us included) at the endless stupidity of this self-indulgent, meandering mess. And believe me, it does seem endless. Had we finished our candy and popcorn, we too would have walked out of the theatre with the other two dozen people who packed up and left looking for something more interesting to do!",negative
"Well. Where to begin. Let's just say this; avoid this movie at all<br /><br />costs. It's based on a cartoon series. The movie makes the cartoon look<br /><br />like Hamlet. Filled with emasculated actors who seem embarrassed to be<br /><br />here, lousy camera work, terrible music, and enough product placement to<br /><br />make you want to never visit Yahoo! again, this movie is really the<br /><br />bottom of the barrel. To quote the New Yorker, Matthew Broderick and<br /><br />Rupert Everett mug their way through this picture with the gay abandon<br /><br />of men who have spotted a rare species of paycheck in the distance.""<br /><br />They should pay us some of the millions they earned for watching it.<br /><br />Awful.",negative
"Beautiful film set in 1962 Hong Kong about a man (Mr. Chow) and woman (Mrs. Chan) who become close friends when they suspect their spouses are having an affair. Stylistically, the film is also beautiful. Wong Kar-Wai uses a lot of slow motion and close-ups on parts of the body (feet, hands, waist). The film itself has a reticence and properness that suggests its time period. It's sexy without showing everything. Wong Kar-Wai also doesn't allow the audience to see what the spouses look like, suggesting that Mr. Chow and Mrs. Chan should be together. Smoking is even made to look elegant with close-ups of the curls of smoke. A really lovely film. Just prepare yourself for the ending.<br /><br />",positive
"I would highly recommend this movie! And I certainly shall be personally recommending it to my friends and family here and abroad! It was with excited anticipation, that I have just pre-ordered it online, I enjoyed it so much! It is not out until February/March 2008, but it will be well worth the wait! But first go and see it in the cinema if you can. There is nothing quite like the Cinema-Experience of a cinema-made movie! Insist that your local cinema puts it on! I went to see 'Seachd, the Inaccessible Pinacle' tonight, down here in London, and was really impressed. It is a marvel: a truly beautiful film set in the Scottish Highlands: you will laugh, you will cry, you will be moved in may different ways, you will be intrigued, and as the story within the stories is revealed, you will be amazed at that revelation.<br /><br />This movie is in Scottish Gaelic with English Subtitles, but do not let that detract you if you are not a speaker of the Gaelic: I am just starting, and my son does not, nor did many people there tonight, and it did not spoil it for us by any manner of means! Superlatives do not suffice! The photography is superb - there is no CGI here, and the movie is all the better for that- here you have true photography! The script is so skilfully and subtly written. The many-layered plot weaves the magic art of the ancient storytellers. The music is at times rousing, at times haunting, but always adding to the atmospheric ambiance. And the acting? ... it is to behold ... and the actors?... they the true weavers of this delightful yet profound film, particularly the two main actors, 'Padruig-the-young' and 'Padruig-the-elder' (A true bard, if ever there was!), who both carried a very heavy load! And the Direction? Well watch out Richard! And the Producer, responsible for raising funding, hiring key personnel, and arranging for distributors? A task well done! I hope that you will make sure that distribution goes out to our communities abroad! And the Gaelic community? Uill, without you it could not have happened! We were told that this movie was made on a low budget, but you would not know it, and I think it might well be because, for what they might have lacked in money, they more than made up for with the richness of the heart, and the warmth and co-operation of the local Scottish Gaelic community.<br /><br />A heartfelt thanks to all concerned in the making, and the sponsoring, of 'Seachd' - Mòran taing! (Many thanks!) From the Gaels to the World! From the World to the Gaels!",positive
"THE FEELING of the need to have someone play the role of Arbiter of Public Taste and Political Correctness always manages to get under our skin. It does seem that these self-appointed, self-superior, pseudo-intellectual types do appear everywhere; be it in one's family, church or bowling league.<br /><br />THESE are the guys who would have society completely disregard and ignore all that went before us; unless, of course, whatever 'it' is does not fly in the face of today's ""acceptable"" language, mores and general ""standards"" of ""proper"" behavior.<br /><br />SO it is that these latter day, high tech book burners have targeted a great deal of what was Hollywood's greatest achievement; namely their participation in our own Allied Propaganda via their unselfishly crafted message and theme films.<br /><br />COLDLY brutal in its generation, the Banned Code and List of Now Unacceptable extends into the Wartime Cartoons that don't meet with the new touchy, feely socially engineered 'official' attitudes; which these ""Thought Police"" have foisted down upon us.<br /><br />WE were truly surprised to see that there seem to be volumes of such animated short subjects. The majority we are aware of are from Warner Brothers' LOONEY TUNES and MERRIE MELODIES; featuring Bugs, Daffy, Elmer & Porky, all in conflict with Hitler, Goerring, 'Il Duce', Tojo and the like. Surprisingly though, we found an ample supply of cartoons from MGM, Walt Disney, Lantz, Paramount-Famous Studios and the Brothers Fleischer.<br /><br />YOU'RE A SAP MR. JAP (Famous Studios/Paramount Pictures, 1942) is a prime example of just what we're talking about.<br /><br />BEING virtually indiscernible from the cartoons that were the output of the Studios of Max and Dave Fleischer before the 1941 business coup-de-tat that moved them out, bringing the new name of ""Famous"" Studios, YOU'RE A SAP MR. JAP bore none of the bland plot elements that would reduce the latter day Popeye Cartoons down to the level of the ultimate formula short movie.<br /><br />WE all remember how we'd have Popeye and Olive Oyl together. Enter Bluto, usually the exponent of wolf whistle and an on acceptable on-screen version of a Male reaction to feminine pulchritude. Olive falls for Bluto's less than honorable attentions; until he gets a little too physical and invariably blurts out, ""Hey Babe, how 'bout a kiss?"" At this point we hear ""Help! Help, Popeye and the diminutive sailor shows up to save the day; replete with the obligatory can of Spinach! DO we exaggerate, Schultz? ONCE again this JAP SAP cartoon is nothing like any of that. Oh sure, it follows the storyline of now having Popeye in the U.S. Navy. The Brothers Fleischer put the little guy in the service in 1941 to conform to the mood in the country and as an open gesture of support for the men now being conscripted in the first Peacetime Draft in United States History. Max and Dave even put Popeye in service aboard the mythical Battleship, the U.S.S. Pensyltucky.<br /><br />OUR point is just this. YOU'RE A SAP MR. JAP and others like SPINACH FER Britain aren't cartoon vehicles for comic relief in the Theatre's program at all in the true sense. Rather they are a sort of grouping of Editorial Cartoons much like those from any ""Great Metropolitan Newspaper"". These animated shorts, much like those still one panel illustrations, have characters that are highly symbolic and representative of Nations, Ideas and Ideals, such as a just and lasting Peace. In most cases, the hero (Popeye, Bugs Bunny or whoever) is alone with the symbol of the Enemy. Both are highly exaggerated visual metaphors for abstract concept and thought; even if they are cloaked in humorous trappings for wider palatability.<br /><br />OUR liberal stupidgencia (the antithesis of intelligencia) may not see themselves this way; but for this sort of behavior, they are no more than Neo Nazi Book burners.<br /><br />PLEASE, allow the future generations to view and appreciate a view of past happenings that is both Historical and Humorous.<br /><br />POODLE SCHNITZ!!",positive
"Can I just start by saying I'm a fan of bad movies. And this is a really bad movie. It states on the front 100 passengers, 3000 snakes, but I think it's more accurate to say 12 passengers and about 20 snakes.<br /><br />The snakes don't do anything particularly interesting, the whole movie in fact just blunders on with little happening. Although there is occasionally a great gore shot of pulsating arms and green goo puke (bad movies have to have green goo don't they?).<br /><br />But then the ending comes along and will quite literally smack you off you seat in hysteria. and for that, this movie gets a boost up to a 2* rating.<br /><br />There are certain movies about in the world that you will want to show to your friends, just so you can watch there reaction when a certain event happens in them.<br /><br />For example The arrival of 'Big Man' in R Kelly's 'trapped in the closet' 'The LINE' in 'Shark Attack 3' (you'll know it when you hear it) The arrival of the mama shark in 'Shark Attack 3' Almost every scene of 'troll 2' The ending of 'Dracula 3000' (just for utter disbelief and confusion) and the end of this movie proudly sits in this category. It's worth sitting through just for that. So get drunk, stoned, whatever your poison is and watch this movie with some mates.<br /><br />Quite simply, if you like bad movies, get this, but don't get it confused with 'Snakes on a plane' ... there's no relation.<br /><br />And don't pay more than a fiver for it either ....",negative
"I saw this back in '94 when it was finally released. Apparently because Orion pictures was in bankruptcy, I think, the movie had not been released a couple of years earlier.<br /><br />I have problem remembering details partly because I haven't seen it in a long time, but I do remember it as a very dull movie. I kept debating whether to walk out of it. The store was not at all interesting or engaging. Was a 3rd rate America Graffiti imitation. <br /><br />None of the performances make it worth watching either. One of the biggest disappointments since a local newspaper reviewer gave it a high rating.",negative
"The whole point of making this film, one of the earliest and best international color releases of cinematic opera, was to make it more accessible to the masses. And it succeeded admirably in doing so. The general public would not sit still for a love story about two young exotic lovers in ancient Egypt if played by the typical 300 pound over 40 tenor and soprano with the vocal equipment to sing the glorious music properly. Hence the visual substitution of the beautiful principals (a young Loren, handsome Della Marra, and a slinky Ms. Maxwell)who make the story much more believable, giving those not familiar with the plot or the music a better chance at being wooed into the lovely arias who otherwise might not be. Altogether, an enchanting introduction to one of Verdi's great works. I remember seeing this when I was in junior high school and it certainly awakened my interest in opera, a form with which I was then not well acquainted. I still regard this film fondly and would recommend it highly to those who might appreciate the great music accompanied by better than average visuals. Luciano Della Marra was a standout as Radames, and unfortunately for audiences did not appear in any other films.",positive
